Ag 0.187856
Ag 0.18929
Ag 0.190746
Ag 0.192225
Ag 0.193727
Ag 0.195252
Ag 0.196802
Ag 0.198376
Ag 0.199976
Ag 0.201602
Ag 0.203254
Ag 0.204934
Ag 0.206642
Ag 0.208378
Ag 0.210144
Ag 0.21194
Ag 0.213768
Ag 0.215626
Ag 0.217518
Ag 0.219443
Ag 0.221402
Ag 0.223397
Ag 0.225428
Ag 0.227496
Ag 0.229602
Ag 0.231748
Ag 0.233934
Ag 0.236162
Ag 0.238433
Ag 0.240748
Ag 0.243108
Ag 0.245515
Ag 0.24797
Ag 0.250475
Ag 0.253031
Ag 0.25564
Ag 0.258302
Ag 0.326277
Ag 0.330627
Ag 0.335095
Ag 0.339685
Ag 0.344403
Ag 0.349254
Ag 0.354243
Ag 0.359377
Ag 0.364662
Ag 0.370105
Ag 0.375713
Ag 0.381493
Ag 0.387454
Ag 0.393604
Ag 0.399952
Ag 0.406509
Ag 0.413284
Ag 0.420289
Ag 0.427535
Ag 0.435036
Ag 0.442804
Ag 0.450855
Ag 0.459204
Ag 0.467869
Ag 0.476866
Ag 0.486216
Ag 0.495941
Ag 0.506062
Ag 0.516605
Ag 0.527597
Ag 0.539066
Ag 0.551045
Ag 0.563569
Ag 0.576675
Ag 0.590406
Ag 0.604806
Ag 0.619926
Ag 0.635821
Ag 0.652554
Ag 0.67019
Ag 0.688807
Ag 0.708487
Ag 0.729325
Ag 0.751425
Ag 0.774907
Ag 0.799904
Ag 0.826568
Ag 0.85507
Ag 0.885608
Ag 0.918409
Ag 0.953732
Ag 0.991881
Ag 1.03321
Ag 1.07813
Ag 1.12714
Ag 1.18081
Ag 1.23985
Ag 1.30511
Ag 1.37761
Ag 1.45865
Ag 1.54981
Ag 1.65314
Ag 1.77122
Ag 1.90746
Ag 2.06642
Ag-2 #REFERENCES:
Ag-2 #COMMENTS:
Ag-2 0.1879
Ag-2 0.1916
Ag-2 0.1953
Ag-2 0.1993
Ag-2 0.2033
Ag-2 0.2073
Ag-2 0.2119
Ag-2 0.2164
Ag-2 0.2214
Ag-2 0.2262
Ag-2 0.2313
Ag-2 0.2371
Ag-2 0.2426
Ag-2 0.2490
Ag-2 0.2551
Ag-2 0.2616
Ag-2 0.3315
Ag-2 0.3425
Ag-2 0.3542
Ag-2 0.3679
Ag-2 0.3815
Ag-2 0.3974
Ag-2 0.4133
Ag-2 0.4305
Ag-2 0.4509
Ag-2 0.4714
Ag-2 0.4959
Ag-2 0.5209
Ag-2 0.5486
Ag-2 0.5821
Ag-2 0.6168
Ag-2 0.6595
Ag-2 0.7045
Ag-2 0.7560
Ag-2 0.8211
Ag-2 0.8920
Ag-2 0.9840
Ag-2 1.0880
Ag-2 1.2160
Ag-2 1.3930
Ag-2 1.6100
Ag-2 1.9370
Ag-3 #REFERENCES:
Ag-3 #
Ag-3 #
Ag-3 0.2066
Ag-3 0.2101
Ag-3 0.2138
Ag-3 0.2175
Ag-3 0.2214
Ag-3 0.2254
Ag-3 0.2296
Ag-3 0.2339
Ag-3 0.2384
Ag-3 0.2431
Ag-3 0.2480
Ag-3 0.2530
Ag-3 0.2583
Ag-3 0.2638
Ag-3 0.3263
Ag-3 0.3351
Ag-3 0.3444
Ag-3 0.3542
Ag-3 0.3647
Ag-3 0.3757
Ag-3 0.3875
Ag-3 0.3999
Ag-3 0.4133
Ag-3 0.4275
Ag-3 0.4428
Ag-3 0.4592
Ag-3 0.4769
Ag-3 0.4959
Ag-3 0.5166
Ag-3 0.5391
Ag-3 0.5636
Ag-3 0.5904
Ag-3 0.6199
Ag-3 0.6525
Ag-3 0.6888
Ag-3 0.7293
Ag-3 0.7749
Ag-3 0.8266
Ag-3 0.8856
Ag-3 0.9537
Ag-3 1.033
Ag-3 1.127
Ag-3 1.240
Ag-3 1.305
Ag-3 1.378
Ag-3 1.459
Ag-3 1.550
Ag-3 1.653
Ag-3 1.771
Ag-3 1.907
Ag-3 2.066
Ag-3 2.254
Ag-3 2.480
Ag-3 2.755
Ag-3 3.100
Ag-3 3.542
Ag-3 4.133
Ag-3 4.959
Ag-3 6.199
Ag-3 8.266
Ag-3 12.4000
Ag_cp test
Ag_cp3 test
Ag_drude test
Al 0.183682
Al 0.185053
Al 0.186444
Al 0.187856
Al 0.18929
Al 0.190746
Al 0.192225
Al 0.193727
Al 0.195252
Al 0.196802
Al 0.198376
Al 0.199976
Al 0.201602
Al 0.203254
Al 0.204934
Al 0.206642
Al 0.208378
Al 0.210144
Al 0.21194
Al 0.213768
Al 0.215626
Al 0.217518
Al 0.219443
Al 0.221402
Al 0.223397
Al 0.225428
Al 0.227496
Al 0.229602
Al 0.231748
Al 0.233934
Al 0.236162
Al 0.238433
Al 0.240748
Al 0.243108
Al 0.245515
Al 0.24797
Al 0.250475
Al 0.253031
Al 0.25564
Al 0.258302
Al 0.261021
Al 0.263798
Al 0.266635
Al 0.269533
Al 0.272495
Al 0.275523
Al 0.278618
Al 0.281785
Al 0.285023
Al 0.288338
Al 0.29173
Al 0.295203
Al 0.298759
Al 0.302403
Al 0.306136
Al 0.309963
Al 0.313887
Al 0.317911
Al 0.322039
Al 0.326277
Al 0.330627
Al 0.335095
Al 0.339685
Al 0.344403
Al 0.349254
Al 0.354243
Al 0.359377
Al 0.364662
Al 0.370105
Al 0.375713
Al 0.381493
Al 0.387454
Al 0.393604
Al 0.399952
Al 0.406509
Al 0.413284
Al 0.420289
Al 0.427535
Al 0.435036
Al 0.442804
Al 0.450855
Al 0.459204
Al 0.467869
Al 0.476866
Al 0.486216
Al 0.495941
Al 0.506062
Al 0.516605
Al 0.527597
Al 0.539066
Al 0.551045
Al 0.563569
Al 0.576675
Al 0.590406
Al 0.604806
Al 0.619926
Al 0.635821
Al 0.652554
Al 0.67019
Al 0.688807
Al 0.708487
Al 0.729325
Al 0.751425
Al 0.774907
Al 0.799904
Al 0.826568
Al 0.85507
Al 0.885608
Al 0.918409
Al 0.953732
Al 0.991881
Al 1.03321
Al 1.07813
Al 1.12714
Al 1.18081
Al 1.23985
Al 1.30511
Al 1.37761
Al 1.45865
Al 1.54981
Al 1.65314
Al 1.77122
Al 1.90746
Al 2.06642
Al 2.25428
Al 2.4797
AlAs 0.221402
AlAs 0.223397
AlAs 0.225428
AlAs 0.227496
AlAs 0.229602
AlAs 0.231748
AlAs 0.233934
AlAs 0.236162
AlAs 0.238433
AlAs 0.240748
AlAs 0.243108
AlAs 0.245515
AlAs 0.24797
AlAs 0.250475
AlAs 0.253031
AlAs 0.25564
AlAs 0.258302
AlAs 0.261021
AlCu 0.25
AlCu 0.255
AlCu 0.26
AlCu 0.265
AlCu 0.27
AlCu 0.275
AlCu 0.28
AlCu 0.285
AlCu 0.29
AlCu 0.295
AlCu 0.3
AlCu 0.305
AlCu 0.31
AlCu 0.315
AlCu 0.32
AlCu 0.325
AlCu 0.33
AlCu 0.335
AlCu 0.34
AlCu 0.345
AlCu 0.35
AlCu 0.355
AlCu 0.36
AlCu 0.365
AlCu 0.37
AlCu 0.375
AlCu 0.38
AlCu 0.385
AlCu 0.39
AlCu 0.395
AlCu 0.4
AlCu 0.405
AlCu 0.41
AlCu 0.415
AlCu 0.42
AlCu 0.425
AlCu 0.43
AlCu 0.435
AlCu 0.44
AlCu 0.445
AlCu 0.45
AlCu 0.455
AlCu 0.46
AlCu 0.465
AlCu 0.47
AlCu 0.475
AlCu 0.48
AlCu 0.485
AlCu 0.49
AlCu 0.495
AlCu 0.5
AlCu 0.505
AlCu 0.51
AlCu 0.515
AlCu 0.52
AlCu 0.525
AlCu 0.53
AlCu 0.535
AlCu 0.54
AlCu 0.545
AlCu 0.55
AlCu 0.555
AlCu 0.56
AlCu 0.565
AlCu 0.57
AlCu 0.575
AlCu 0.58
AlCu 0.585
AlCu 0.59
AlCu 0.595
AlCu 0.6
AlCu 0.605
AlCu 0.61
AlCu 0.615
AlCu 0.62
AlCu 0.625
AlCu 0.63
AlCu 0.635
AlCu 0.64
AlCu 0.645
AlCu 0.65
AlCu 0.655
AlCu 0.66
AlCu 0.665
AlCu 0.67
AlCu 0.675
AlCu 0.68
AlCu 0.685
AlCu 0.69
AlCu 0.695
AlCu 0.7
AlCu 0.705
AlCu 0.71
AlCu 0.715
AlCu 0.72
AlCu 0.725
AlCu 0.73
AlCu 0.735
AlCu 0.74
AlCu 0.745
AlCu 0.75
AlCu 0.755
AlCu 0.76
AlCu 0.765
AlCu 0.77
AlCu 0.775
AlCu 0.78
AlCu 0.785
AlCu 0.79
AlCu 0.795
AlCu 0.8
AlCu 0.805
AlCu 0.81
AlCu 0.815
AlCu 0.82
AlCu 0.825
AlCu 0.83
AlCu 0.835
AlCu 0.84
AlCu 0.845
AlCu 0.85
AlCu 0.855
AlCu 0.86
AlCu 0.865
AlCu 0.87
AlCu 0.875
AlCu 0.88
AlCu 0.885
AlCu 0.89
AlCu 0.895
AlCu 0.9
AlGaAs_0Al 0.206642
AlGaAs_0Al 0.208378
AlGaAs_0Al 0.210144
AlGaAs_0Al 0.21194
AlGaAs_0Al 0.213768
AlGaAs_0Al 0.215626
AlGaAs_0Al 0.217518
AlGaAs_0Al 0.219443
AlGaAs_0Al 0.221402
AlGaAs_0Al 0.223397
AlGaAs_0Al 0.225428
AlGaAs_0Al 0.227496
AlGaAs_0Al 0.229602
AlGaAs_0Al 0.231748
AlGaAs_0Al 0.233934
AlGaAs_0Al 0.236162
AlGaAs_0Al 0.238433
AlGaAs_0Al 0.240748
AlGaAs_0Al 0.243108
AlGaAs_0Al 0.245515
AlGaAs_0Al 0.24797
AlGaAs_0Al 0.250475
AlGaAs_0Al 0.253031
AlGaAs_0Al 0.25564
AlGaAs_0Al 0.258302
AlGaAs_0Al 0.261021
AlGaAs_100Al 0.221402
AlGaAs_100Al 0.223397
AlGaAs_100Al 0.225428
AlGaAs_100Al 0.227496
AlGaAs_100Al 0.229602
AlGaAs_100Al 0.231748
AlGaAs_100Al 0.233934
AlGaAs_100Al 0.236162
AlGaAs_100Al 0.238433
AlGaAs_100Al 0.240748
AlGaAs_100Al 0.243108
AlGaAs_100Al 0.245515
AlGaAs_100Al 0.24797
AlGaAs_100Al 0.250475
AlGaAs_100Al 0.253031
AlGaAs_100Al 0.25564
AlGaAs_100Al 0.258302
AlGaAs_100Al 0.261021
AlGaAs_10Al 0.206642
AlGaAs_10Al 0.207333
AlGaAs_10Al 0.208029
AlGaAs_10Al 0.208729
AlGaAs_10Al 0.209434
AlGaAs_10Al 0.210144
AlGaAs_10Al 0.210859
AlGaAs_10Al 0.211579
AlGaAs_10Al 0.212303
AlGaAs_10Al 0.213033
AlGaAs_10Al 0.213768
AlGaAs_10Al 0.214507
AlGaAs_10Al 0.215252
AlGaAs_10Al 0.216002
AlGaAs_10Al 0.216757
AlGaAs_10Al 0.217518
AlGaAs_10Al 0.218284
AlGaAs_10Al 0.219055
AlGaAs_10Al 0.219832
AlGaAs_10Al 0.220614
AlGaAs_10Al 0.221402
AlGaAs_10Al 0.222196
AlGaAs_10Al 0.222995
AlGaAs_10Al 0.2238
AlGaAs_10Al 0.224611
AlGaAs_10Al 0.225428
AlGaAs_10Al 0.22625
AlGaAs_10Al 0.227079
AlGaAs_10Al 0.227914
AlGaAs_10Al 0.228755
AlGaAs_10Al 0.229602
AlGaAs_10Al 0.230456
